,id,kw_location,time_location,created_date,period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,year,month
2588,2624,FR,UK,2022-08-01 18:58:04,Evening,OM,1er aout,Mano (Landes,LEP,Euro féminin 2022,Fernando Alonso,Nichelle Nichols,1er aout fete,Strasbourg,Jeanne Moreau,Prince William,Igor Tudor,Paris-sg \u2013 Nantes,Angleterre - Allemagne,Liverpool \u2013 Strasbourg,Aubais,OM-Milan,Pétanque,Manchester United \u2013 Rayo,Kosovo,2022,8
2589,2625,NL,UK,2022-08-01 18:58:04,Evening,Jutta Leerdam,Fernando Alonso,Nichelle Nichols,Ihattaren,Haaksbergen,Ferrari,Wiegman,Almere  Ajax,Zomergasten,GP Hongarije,Kosovo,PSG,Bill Russell,Aziatische hoornaar,Vitesse,Ajax,Annemiek van Vleuten,Maxime Meiland,Wibi Soerjadi,Ajax PSV,2022,8
2590,2626,IT,UK,2022-08-01 18:58:04,Evening,Classifica ATP,Fabregas,Telepass,Giancarlo Giannini,Milinkovic-Savic,Omar Monestier,Bonus 800 euro padri separati,Matteo Costacurta,Temperature Previsioni agosto,Natalia Paragoni,Una Vita,Cagliari Calcio,Alonso,Supertennis,Porto Cervo,ATP Washington,Fratoianni,Beatrice Valli,Alessandro Canino,Giorgio Tirabassi,2022,8
2591,2627,AUS,UK,2022-08-01 18:58:04,Evening,Iranian Hulk fight,Pat Carroll,UFC,Bill Russell,Nichelle Nichols,Liverpool vs Strasbourg,Lidia Thorpe,Fernando Alonso,Velodrome crash,Emma Memma,Kosovo,David Mundy,PSG,Ekka,Horses birthday!,Birmingham 2022 Commonwealth Games,Commonwealth Games medal tally 2022,Georgia Godwin,The bear,Solomon Islands,2022,8
2593,2629,US,UK,2022-08-02 08:05:03,Morning,Deshaun Watson,Taiwan,al-Zawahiri,Trey Mancini trade,Nicki minaj,Spelman College,Andor,August,Premier Protein recall,India vs West Indies,Kyrsten Sinema,Yeezy Day,Citi Open,Lockheed Martin,Nichelle Nichols,UFC,MLB trade deadline,Bill Russell death,Pat Carroll,Ric Flair Last Match,2022,8
2594,2630,UK,UK,2022-08-02 08:05:03,Morning,Andor,Taiwan,Beyonce Heated lyrics,Adam Peaty,Laura Kenny,Watford vs Sheffield United,India vs West Indies,Big Brother,Watford,Quart,Kyle Chalmers,Premium Bonds,Iranian Hulk,La Brea,Fernando Alonso,Yorkshire Day,Harry Gration,Ivana Trump,Andy Murray,Eminem,2022,8
2596,2632,DE,UK,2022-08-02 08:05:03,Morning,Pelosi,Aprikotieren,Hyperloop,Werder Bremen,Mark Calaway,Union Berlin,Fernando Alonso,Fortnite,Was ist am 1. August,Mario Basler,Frauen-EM,EM. Frauen,1. FC Magdeburg gegen Eintracht Frankfurt,Kosovo,Lina Magull,Popp,Nichelle Nichols,WM Frauen,Hertha BSC,Schalke,2022,8
2597,2633,FR,UK,2022-08-02 08:05:03,Morning,Alexis Sanchez,Aaron Ramsey,Elon Musk Tesla,OM,Vol au-dessus d'un nid de coucou,Smic,Sochaux \u2013 Paris FC,Alonso,Patrick Swayze,Nichelle Nichols,Léna Situations,Strasbourg,1 aout,Prince William,Aout,Lou Doillon,Camaïeu redressement judiciaire,PSG,Euro feminin,Liverpool \u2013 Strasbourg,2022,8
2598,2634,NL,UK,2022-08-02 08:05:03,Morning,Pelosi,Jutta Leerdam,Alonso,Ihattaren,Nichelle Nichols,Haaksbergen,Mark Rutte,PSV Monaco,Archie,Draai van de Kaai,Ferrari,Wiegman,Zomergasten,Kosovo,Grand Prix Hongarije,Ajax,Annemiek van Vleuten,Maxime Meiland,Ajax PSV,Formule 1 Hongarije,2022,8
2599,2635,IT,UK,2022-08-02 08:05:03,Morning,al-Zawahiri,Strage di Bologna,Claudia Cardinale,Renato Zero,Allegra Gucci,Fabregas,Napoli  Mallorca,Giancarlo Giannini,Classifica Atp,Sparatoria Pescara,Telepass,Eros Ramazzotti,Belle e Sebastien,Omar Monestier,Giorgio tirabassi attore,Milinkovic-Savic,Graduatorie GPS 2022,I cancelli del cielo,Cinecittà,Matteo Costacurta,2022,8
2600,2636,AUS,UK,2022-08-02 08:05:03,Morning,RBA,Taiwan,India vs West Indies,Prince William,Western Power,al-Qaeda,IND vs WI,Josh Kennedy,Dev Patel,Archie Battersbee,Andor,Earth spinning faster,Deshaun Watson,Metigy,Adelaide 500,Pat Carroll,Ableist,Lounge,Ric Flair,UFC,2022,8
2602,2638,US,UK,2022-08-02 18:58:03,Evening,Robbie Grossman,Flightradar24,Tiger,Joey Gallo,Miami Dolphins,Naomi Judd,Rapper Mystikal,Taiwan,Deshaun Watson,al-Zawahiri,Yeezy Day 2022,Trey Mancini trade,Nicki Minaj,Spelman College,Premier Protein recall,Andor,August!,India vs West Indies,Kyrsten Sinema,Citi Open,2022,8
2603,2639,UK,UK,2022-08-02 18:58:03,Evening,Taiwan,Tiger,Flightradar24,Union Saint-Gilloise vs Rangers,Coventry Building Society,Andor,Davide Sanclimenti,Jake Jarman,Beyonce Heated lyrics,Watford vs Sheffield United,Adam Peaty,Laura Kenny,Big Brother,India vs West Indies,Beth Tweddle,What happened to Archie Battersbee,Kyle Chalmers,Quart,Cucurella,Premium Bonds,2022,8
2605,2641,DE,UK,2022-08-02 18:58:03,Evening,Taiwan,Cora Schumacher,Kerstin Ott,Al-Qaida,Wird Millionär,Hyperloop,Werder Bremen,Fernando Alonso,Union Berlin,Fortnite,Jana Ina Zarrella,Mario Basler,Frauen-EM,Fussball em,Kosovo,Eintracht Frankfurt,WM Frauen,Nichelle Nichols,Hertha BSC,Schalke,2022,8
2606,2642,FR,UK,2022-08-02 18:58:03,Evening,Taiwan,Missile Hellfire R9X flying ginsu,Michel Berger,Alexis Sanchez,Aaron Ramsey,Nawell Madani,Burgos,Elon Musk Tesla,Monaco \u2013 PSV Eindhoven,Hassan Iquioussen,Déblocage anticipé épargne salariale,OM,Alonso,Léna Situations,1er aout,Sochaux \u2013 Paris FC,Livret epargne populaire,Patrick Swayze,Nichelle Nichols,Strasbourg,2022,8
2607,2643,NL,UK,2022-08-02 18:58:03,Evening,Taiwan,Koen Petersen,Jutta Leerdam,PSV,Alonso,Nichelle Nichols,Haaksbergen,Mark Rutte,Draai van de Kaai,Wiegman,Zomergasten,Kosovo,Taiwan,Grand Prix Hongarije,Ajax,Annemiek van Vleuten,Maxime Meiland,Ajax PSV,Formule 1 Hongarije,F1 Hongarije,2022,8
2608,2644,IT,UK,2022-08-02 18:58:03,Evening,al-Zawahiri,Strage di Bologna,Festa degli uomini,Claudia Cardinale,Tigre,Arisa,Salvatore Aranzulla,Icardi,Charles De Ketelaere,Mario Biondo,Cnn,Tommaso Mancini,Renato Zero,Allegra Gucci,Rugani,Isabel Allende,Mertens Juve,Twente,Adam Driver,Gerry Scotti,2022,8
2609,2645,AUS,UK,2022-08-02 18:58:03,Evening,RBA,Taiwan,India vs West Indies,Power outage Perth,Prince William,Dev Patel,al-Qaeda,Josh Kennedy,Flightradar24,Rohan Browning,Beyonce,Archie Battersbee,Tiger,Andor,Adelaide 500,Steven Motlop,Deshaun Watson,Metricon,Earth spinning faster,Ableist,2022,8
2611,2647,US,UK,2022-08-03 08:05:04,Morning,Vin Scully,Kansas abortion amendment,Arizona Primary 2022,Joey Gallo,Harrison Bader,Tiger,Bullet Train,Noah Syndergaard,Miami Dolphins,Naomi Judd,National Night Out 2022,Batgirl,Demi Lovato,Michigan primary 2022,Brandon Drury,Russell Westbrook,PACT Act,Oscar Piastri,Liz Cheney,Whit Merrifield,2022,8
2612,2648,UK,UK,2022-08-03 08:05:04,Morning,Batgirl,Dean Henderson,Union Saint-Gilloise vs Rangers,Taiwan,Tiger,Blue shark,Carney Chukwuemeka,Vicky Pattison,Rangers fc,Coventry Building Society,Luca Bish,Jamal Edwards,Andor,Jake Jarman,Tom Huddlestone,Who won Love Island 2022,Beyonce Heated lyrics,Laura Kenny,Adam Peaty,Big Brother,2022,8
2614,2650,DE,UK,2022-08-03 08:05:04,Morning,PayPal-Aktie,Taiwan,Le Jules Verne,Nilam Farooq,Mario Götze,Olli Schulz,Wer stiehlt mir die Show,Karl Lauterbach Corona,Tesla,Diana,Al-Qaida,Trude Unruh,Fahri Yardim,Wird Millionär,Fernando Alonso,Energie Cottbus,Frauen-EM,Fussball em,Kosovo,Eintracht Frankfurt,2022,8
2615,2651,FR,UK,2022-08-03 08:05:04,Morning,Eric Dupond-Moretti Assemblée nationale,Taiwan,Monaco \u2013 PSV Eindhoven,Michel Berger,al-Qaida,Bullet Train,Alexis Sanchez,Grand requin blanc,Laluque,Aaron Ramsey,Nawell Madani,Sebastien Raoult,Hassan Iquioussen,Benfica,RTT,OM,Hotel Mahfouf,Oscar Piastri,1er aout,Sochaux \u2013 Paris FC,2022,8
2616,2652,NL,UK,2022-08-03 08:05:04,Morning,Taiwan,Eva Simons,Gabriella Cilmi,Leo Beenhakker,Dennis storm,al-Zawahiri,PSV,Oscar Piastri,Koen Verweij,Mark Rutte,Wiegman,Zomergasten,Kosovo,Taiwan,Grand Prix Hongarije,Ajax,Annemiek van Vleuten,Maxime Meiland,Ajax PSV,Formule 1 Hongarije,2022,8
2617,2653,IT,UK,2022-08-03 08:05:04,Morning,Giorgi,Darin,The Witch,Matteo Romano,John Steiner,Ivana Spagna,Zaytsev,Strage di Bologna,al-Zawahiri,Renzi,Ma cosa ci dice il cervello,Salvatore Aranzulla,Festa degli uomini,Tigre,Claudia Cardinale,Arisa,Loredana Bertè,Adriano Celentano,Microcitoma polmonare,Trani,2022,8
2618,2654,AUS,UK,2022-08-03 08:05:04,Morning,Batgirl,Stuart Ayres,Nina Kennedy,Mark Buddle,Bruno Mars Sydney,Eddie Betts,Dave 'Hughes,Brisbane traffic,David Klemmer,Demi Lovato,Dane Cook,Patrick Carrigan,PCOS,Tom Boyd,RBA,Taiwan,Prince William,Perth Airport,Dev Patel,Rohan Browning,2022,8
2620,2656,US,UK,2022-08-03 18:58:03,Evening,Alex Jones,Az election results,Peter Meijer,Eric Schmitt,Vin Scully,Kansas abortion amendment,Batgirl,Harrison Bader,Arizona primary,Miami Dolphins,Kari Lake,Joey Gallo,Tudor Dixon,Tiger,Bullet Train,Noah Syndergaard,Demi Lovato,Naomi Judd,PACT Act,National Night Out 2022,2022,8
2621,2657,UK,UK,2022-08-03 18:58:03,Evening,Batgirl,Adam Peaty,Rebekah Vardy,QUAALUDE,Dean Henderson,Rose West,Demi Lovato,Alastair Little,Mock The Week,Lightyear,Jeremy Corbyn Ukraine,Union Saint-Gilloise vs Rangers,Pelosi,Oscar Piastri,Blue shark,Carney Chukwuemeka,Tiger,Vicky Pattison,Rangers fc,Archie Battersbee What happened,2022,8
2623,2659,DE,UK,2022-08-03 18:58:03,Evening,Freevee,Bullet Train,Batgirl Warner Bros,Gerhard Schröder,Rolling Stones Berlin,Voyager 1,Taiwan,Karl Lauterbach Corona,Nilam Farooq,Olli Schulz,Wer stiehlt mir die Show,Tesla,Oscar Piastri,Sri Lanka,Spielstraße,Freibad,Trude Unruh,Wird Millionär,Diana,Restaurant Le Jules Verne,2022,8
2624,2660,FR,UK,2022-08-03 18:58:03,Evening,Bergerac,Oscar Piastri,Véronique Genest,Veretout,Renato Sanches,Brice Louge disparu,Eric Dupond-Moretti Assemblée nationale,Animal aquatique Seine,Batgirl,Bernardo Silva,L'année du requin,Paul Pogba Juventus,Taiwan,Monaco \u2013 PSV Eindhoven,Michel Berger,Hotel Mahfouf,Bullet Train,al-Zawahiri,Grand requin blanc,Alexis Sanchez,2022,8
2625,2661,NL,UK,2022-08-03 18:58:03,Evening,Nick en Simon,Jasper Cillessen,PC Franeker,Taiwan,Oscar Piastri,Maarten van Rossem,al-Zawahiri,PSV,Koen Verweij,Piastri,Alonso,Wiegman,Zomergasten,Kosovo,Taiwan,Grand Prix Hongarije,Ajax,Annemiek van Vleuten,Maxime Meiland,Ajax PSV,2022,8
2626,2662,IT,UK,2022-08-03 18:58:03,Evening,William Vecchi,Giorgi,Giovanni Ciacci,Napoli-Girona,Renato Sanches,Rossano Laurini,Carlo Verdone,Dazn Sky,Zaytsev,Claudio Amendola,Depay,West Nile,Amstaff,Sperlonga,Kostic,Tanganga,Tiziana Morandi,Twin Strangers,Lookman,Soverato,2022,8
2627,2663,AUS,UK,2022-08-03 18:58:03,Evening,Alex Jones,Oscar Piastri,Batgirl,Eddie Betts,Peter Bol,Nina Kennedy,Bruno Mars Sydney,Stuart Ayres,Mark Buddle,Lightyear,Dane Cook,Dave 'Hughes,Demi Lovato,Brisbane traffic,David Klemmer,Woodstock '99,Patrick Carrigan,PCOS,Vin Scully,Tom Boyd,2022,8
2629,2665,US,UK,2022-08-04 08:05:03,Morning,Walorski,Severe thunderstorm warning,Lightyear,Jamie Campbell Bower,Eric Greitens,Chrissy Teigen,Trevor Penning,Iman Shumpert,Prey,Pokemon,Reservation Dogs,Woodstock '99,Az election results,Carrie Underwood,LA Galaxy,Peter Meijer,LAFC,Marquise Brown,AMTD Digital,First Kill,2022,8
2630,2666,UK,UK,2022-08-04 08:05:03,Morning,Alex Jones,Brazilian Hulk bodybuilder,Eilish McColgan,Batgirl,Hosepipe ban,Katarina Johnson-Thompson,Rose West,Rebekah Vardy,Sesko,Arsenal All or Nothing,Alastair Little,Lightyear,Dean Henderson,Woodstock 99,The Hundred,Neighbours finale,Demi Lovato,Richard Madeley Good Morning Britain,Bethany Firth,Archie Battersbee What happened,2022,8
2632,2668,DE,UK,2022-08-04 08:05:03,Morning,Grunewald,Russland ukraine krieg Liveblog,Monroe,Freevee,Island Vulkanausbruch,Briefmarken,Aktenzeichen XY,Gerhard Schröder,Voyager 1,Buba,Rolling Stones Berlin,Demi Lovato,Taiwan,Karl Lauterbach Corona,Wer stiehlt mir die Show,Tesla,Oscar Piastri,Eintracht Frankfurt,Frauen-EM,Fussball em,2022,8
2633,2669,FR,UK,2022-08-04 08:05:03,Morning,Pokemon,Bergerac,Véronique Genest,Oscar Piastri,Veretout,Renato Sanches,Beluga,Brice Louge disparu,Aurélien Pradié,Éruption volcanique Islande,Batgirl,Bernardo Silva,Tom Leeb,Mareva Galanter,L'année du requin,Taiwan,Monaco \u2013 PSV Eindhoven,Michel Berger,Bullet Train,al-Zawahiri,2022,8
2634,2670,NL,UK,2022-08-04 08:05:03,Morning,Veenmol,Nick en Simon,Jasper Cillessen,Elton John,SBS6,Brad Pitt,Taiwan,Oscar Piastri,American Pie,Champions League,Maarten van Rossem,PSV,Koen Verweij,Piastri,Alonso,Wiegman,Zomergasten,Kosovo,Taiwan,Grand Prix Hongarije,2022,8
2635,2671,IT,UK,2022-08-04 08:05:03,Morning,San Domenico,Cucurella,Meret,Dries Mertens,Italexit,Chester,Tod's azioni,Tebogo,Napoli  Girona,Morto Alessandro De Santis,Giovanni Ciacci,Giorgi,Toto Cutugno,Elisa Anzaldo Giorgia Meloni,Renato Sanches,Cile voragine,Rossano Laurini,Dazn Sky,Villiam Vecchi,Kostic,2022,8
2636,2672,AUS,UK,2022-08-04 08:05:03,Morning,Alex Jones,Beauty and the Geek 2022,Bogie,Johnny Famechon,CrossFit Games 2022,Chrissy Teigen,Prey,Greece,Thirteen Lives,Kari Lake,Bullet Train film,Oscar Piastri,Batgirl,Peter Bol,Nina Kennedy,Eddie Betts,Stuart Ayres,Mark Buddle,Bruno Mars Sydney,Lightyear,2022,8
2638,2674,US,UK,2022-08-05 08:05:03,Morning,Brittney Griner,Raiders,NFL,Mall of America,HBO Max,Ron DeSantis,Ayahuasca,Breonna Taylor,Lady Gaga,Dick Cheney,Coyote Ugly,Didi Gregorius,Walmart layoffs,Bullet Train film,Miranda Lambert,Terrell Owens,Jackie Bradley Jr,Days of Our Lives,The View Elisabeth Hasselbeck,Chivas,2022,8
2639,2675,UK,UK,2022-08-05 08:05:03,Morning,Qixi,Andrea Spendolini-Sirieix,Will Mellor,Bank of England base rate,Brittney Griner,Alex Jones,Recession,Dundee United,Cucurella,Kasper Schmeichel,Love Island reunion,Tim Westwood,Chrissy Teigen,Aubameyang,Crystal Palace vs Arsenal,Prey,Ian Huntley,Ryan Giggs,Tenby,Jamie Redknapp,2022,8
2641,2677,DE,UK,2022-08-05 08:05:03,Morning,Wer wird Millionär,Grunewald,Karsten Warholm,Brittney Griner,Patricia Schlesinger,Wilhelmshaven,DAX Unternehmen,Cranger Kirmes,Kölner Dom,Alex Jones,Uri Geller,Alfons Schuhbeck,Rbb24,Top-Level-Domain,IHK,Monroe,Island Vulkanausbruch,Freevee,Aktenzeichen XY,Gerhard Schröder,2022,8
2642,2678,FR,UK,2022-08-05 08:05:03,Morning,Elon Musk,Franky Zapata voiture volante,La Vengeance aux yeux clairs,Patrick Balkany,Brittney Griner,Daniel levi,LGBT,Jean-Christophe Lagarde,Alex Jones,Pokemon ecarlate,Stephane Plaza,Pokemon,Bergerac,Beluga,Véronique Genest,Veretout,Renato Sanches,Piastri,Éruption volcanique Islande,Aurélien Pradié,2022,8
2643,2679,NL,UK,2022-08-05 08:05:03,Morning,Tamara Zonnenberg,FC Twente,Dundee United,Bibi Breijman,Brittney Griner,Alex Jones,Veenmol,Loretta Schrijver,N.E.C,Airco,Nick en Simon,Jasper Cillessen,Taiwan,Oscar Piastri,American Pie,PSV,Koen Verweij,Piastri,Alonso,Wiegman,2022,8
2644,2680,IT,UK,2022-08-05 08:05:03,Morning,Wanda Nara,Rettore,Selena Gomez,Tutto quello che vuoi,Raducanu,Vicenza  Milan,Juve a Juve B,Mertens,Brittney Griner,Dimissioni Nello Musumeci,San Domenico,Decreto Aiuti bis,Cina Taiwan,Giu le mani dalle nostre figlie,Evelina Sgarbi,Nabucco trama,Stafilococco aureo Acqua Guizza,Forte dei Marmi,Docente esperto,Margherita Vicario,2022,8
2645,2681,AUS,UK,2022-08-05 08:05:03,Morning,Brittney Griner,Nick Kyrgios,NFL,Ekka 2022,Wedding Season,Ellen Pompeo,International Beer Day,Sam Mac,LeAnn Rimes,Josh Jenkins,Iceland volcano eruption,Fridayz Live,Joker 2,Bogie,Alex Jones,Johnny Famechon,Roosters vs Broncos,Buddy Franklin,CrossFit Games 2022,Netball Commonwealth Games,2022,8
2647,2683,US,UK,2022-08-05 18:58:04,Evening,Premier League,What is monkeypox,Arsenal,Ezra Miller,The Sandman,Conor McGregor,Diego Bertie,Walker Hayes,Thirteen Lives,Sinema,J Balvin,Tax-free weekend,Brittney Griner,Raiders,NFL,Mall of America,HBO Max,Ayahuasca,Breonna Taylor,Ron DeSantis,2022,8
2648,2684,UK,UK,2022-08-05 18:58:04,Evening,Premier League,The Sandman,Fulham vs Liverpool,Premier League Fantasy,Kem Cetinay,Carney Chukwuemeka,Martin Tyler,Tom Sturridge,Qixi,Fred Sirieix,Arsenal,Will Mellor,Brittney Griner,Bank of England base rate,Alex Jones,Recession,Dundee United,Love Island reunion,Cucurella,Kasper Schmeichel,2022,8
2650,2686,DE,UK,2022-08-05 18:58:04,Evening,Lauterbach Corona,2. Bundesliga,MSV Duisburg,Sandman Netflix,Wer wird Millionär,Ekaterina Leonova,Prey,Premier-League,3. Liga,Lukas Podolski,Rammstein,Amnesty International,Grunewald,Bundesliga,Brittney Griner,Patricia Schlesinger,Wilhelmshaven,Bibi Claßen,Alex Jones,Lena Gercke,2022,8
2651,2687,FR,UK,2022-08-05 18:58:04,Evening,Christian Barbier mort,Ligue 1,Record vitesse rotation Terre,Prey,MotoGP,Sandman,Premier League,Ikaria,Selena Gomez,Tickets-restaurants,La Chine taiwan,Elon Musk,Arsenal,Franky Zapata voiture volante,Imam Iquioussen,Cazoo,Viktor Bout,Yvonne Baby,Patrick Balkany,Brittney Griner,2022,8
2652,2688,NL,UK,2022-08-05 18:58:04,Evening,Eredivisie,Premier League,The Sandman,Energietoeslag,SC Heerenveen,Heerenveen,Zerrouki,Wijnaldum,Keuken Kampioen Divisie,FC Twente,Dundee United,Brittney Griner,Bibi Breijman,Alex Jones,Meghan Markle,N.E.C,Nick en Simon,Cillessen,Taiwan,Oscar Piastri,2022,8
2653,2689,IT,UK,2022-08-05 18:58:04,Evening,Cagliari  Perugia,Udinese-FeralpiSalò,Wanda Nara,Premier League,The Sandman,Autostrade per l'Italia,Rettore,Selena Gomez,Lookman,Inter-Villarreal,Rhove,Vicenza-Milan,Funerali Giulia e Alessia,Notte di San Lorenzo,Prey,Udinese,Nick Kyrgios,Raducanu,Sampdoria-Reggina,Eintracht  Bayern Monaco,2022,8
2654,2690,AUS,UK,2022-08-05 18:58:04,Evening,Premier League,Daniel Ricciardo,Ezra Miller,Matt Denny,Melbourne vs Collingwood,Brittney Griner,The Sandman,Nick Kyrgios,Meningococcal,NFL,Josh Jenkins,Kevin Spacey,Ekka 2022,Sam Mac,Signs,Crystal Palace vs Arsenal,Wedding Season,Darlings,Conor McGregor,Iceland volcano eruption,2022,8
2656,2692,US,UK,2022-08-06 08:05:03,Morning,Matt Carpenter,Daniel Ricciardo,Anne Heche,Kim Kardashian,Premier League,The Sandman,Diego Bertie,Thirteen Lives,Tiger Woods,What is Monkeypox,Conor McGregor,Ezra Miller,Britney Spears,Uncharted,Sinema,Bayern Munich,Doja Cat,Liz Cheney,Walker Hayes,Lightning strike White House,2022,8
2657,2693,UK,UK,2022-08-06 08:05:03,Morning,Kim Kardashian,Anne Heche,Stevie Nicks,Jenna Coleman,Man United vs Brighton,The Sandman,Premier League table,Premier League fixtures,Bayern Munich,Tom Sturridge,Birmingham vs Huddersfield,Fulham vs Liverpool,Holly Willoughby,Dunkirk,Martin Tyler,Premier League Fantasy,Thirteen Lives,Kem Cetinay,Daniel Ricciardo,TOM Daley,2022,8
2659,2695,DE,UK,2022-08-06 08:05:03,Morning,2. Bundesliga,1 Bundesliga,Lauterbach Corona,Premier-League,Sandman Netflix,MSV Duisburg,Fussball bundesliga,3. Liga,Wer wird Millionär,Fenerbahce,Jamal Musiala,Häagen-Dazs Eis Rückruf,Rammstein,Lewandowski,Arsenal,Erdogan Putin,Kostic,Fortuna Düsseldorf,Tag des Bieres,Bundesliga,2022,8
2660,2696,FR,UK,2022-08-06 08:05:03,Morning,Israel,Anne Heche,Ligue1,Strasbourg \u2013 Monaco,Treize vies,Eintracht \u2013 Bayern,Crystal Palace \u2013 Arsenal,Prey,Sandman,Polnareff,Clermont \u2013 paris-sg,Camille Cerf,MotoGP,Nuit des etoiles 2022,Imam Iquioussen,Selena Gomez,Pop Redemption,Ikaria,La Chine Taiwan,Tickets-restaurants,2022,8
2661,2697,NL,UK,2022-08-06 08:05:03,Morning,Kim Kardashian,Eredivisie,ADO Den Haag,Arsenal,Bayern,NAC,Energietoeslag,Yvonne Coldeweijer,Zerrouki,KKD,Wijnaldum,FC Twente,Alex Jones,Meghan Markle,N.E.C,Nick en Simon,Cillessen,Taiwan,Oscar Piastri,American Pie,2022,8
2662,2698,IT,UK,2022-08-06 08:05:03,Morning,Cucurella,Juventus  atlético Madrid,Anne Heche,San Salvatore,Valdaora,Beluga,Anticipazioni Terra amara,Chiara Mastrojanni,Marina Di Guardo,J-Ax,Israele,Cagliari-Perugia,Sampdoria-Reggina,Udinese  FeralpiSalò,Eintracht  Bayern Monaco,Lecce-Cittadella,Premier League,Christian De Sica,Val di Fassa,The Sandman,2022,8
2663,2699,AUS,UK,2022-08-06 08:05:03,Morning,Kim Kardashian,Daniel Ricciardo,Anne Heche,Judith Durham,Bundesliga,Ezra Miller,Fulham vs Liverpool,Bayern Munich,Matt Denny,Michael Hooper,Alex Jones' net worth,La liga,Khloe Kardashian,Crystal Palace vs Arsenal,Melbourne vs Collingwood,The Sandman,Prey,Meningococcal,Brittney Griner,Nick Kyrgios,2022,8
